inspection_id,campaign_alert,inspection_created_at,prefeitura,gov_do_estado,vereadores,ass_legislativa,fnde,cgu,inspection_last_updated,user_id,project_id,funded_by,location_city,state,inspection_status,entity_who_answered,answer_content,valid_answer
708,1,2018-12-17T13:24:26.035573Z,1,0,0,0,0,1,2019-02-22T23:56:04.447944Z,5977,1370,1,São João do Jaguaribe,CE,answered,Controladoria-Geral da União,"Manifestação concluída em 17/01/2019 09:29 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

Em resposta à Manifestação 00106.000025/2019-43, destacamos que as informações a respeito da obra ID 1370 (700022 - Escola de Educação Infantil), objeto do Convênio 700022/2008, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1370.

A Prefeitura de São João do Jaguaribe/CE deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas a Prefeitura Municipal, a quem compete responder as questões sobre atraso, paralisação e pendências relacionadas à obra.

Colocamo-nos à disposição para esclarecimentos necessários.

Atenciosamente,

OUVIDORIA",1
708,1,2018-12-17T13:24:26.035573Z,1,0,0,0,0,1,2019-02-22T23:56:04.447944Z,5977,1370,1,São João do Jaguaribe,CE,answered,Controladoria-Geral da União,"Manifestação concluída em 05/02/2019 17:48 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que: 
Em atendimento à solicitação formulada por meio do Sistema de Ouvidorias do Poder Executivo Federal (e-Ouv), encaminhamos planilha contendo informações atualizadas acerca das respectivas ações de infraestrutura educacional, as quais foram extraídas do Sistema Integrado de Monitoramento, Execução e Controle do Ministério da Educação (SIMEC). 
2.                  Por oportuno, considerando que as informações inseridas no SIMEC são declaratórias e dinâmicas, ressaltamos que a situação das obras indicadas nas manifestações, constantes na planilha ora anexa, não corresponde à apresentada atualmente no sistema.
3.                  Cumpre esclarecer, ainda, que o Fundo Nacional de Desenvolvimento da Educação (FNDE) exige a comprovação da posse do imóvel destinado à construção de unidades escolares para fins de celebração de instrumentos com a Autarquia, conforme legislação pertinente.
4.                  Quanto às obras que se encontram na situação “inacabada”, registramos que o Ministério da Educação (MEC) e o FNDE, com o intuito de auxiliar estados e municípios a garantir mais vagas nas salas de aula e finalizar obras inacabadas, publicaram a Resolução nº 3, de 23 de fevereiro de 2018, que autoriza o FNDE a pactuar novos termos de compromisso com gestores que queiram retomar obras que tiveram sua execução interrompida em decorrência do término da vigência do instrumento anterior firmado com a Autarquia.
5.                  No caso, compete ao ente federado encaminhar ao FNDE, via SIMEC, os seguintes documentos: ofício com manifestação expressa de interesse em firmar novo Termo de Compromisso; declaração de possibilidade de consecução da obra (anexo I da resolução); cronograma de trabalho ou plano de ação para o cumprimento do ajuste e laudo técnico atestando o estado atual da edificação. Ademais, deverá prestar contas dos recursos outrora recebidos.
6.                  Após avaliação, e desde que cumpridas todas as etapas constantes do referido normativo, o FNDE poderá pactuar novos Termos para que as obras sejam retomadas. É importante lembrar, todavia, que gestores municipais e estaduais têm até 29 de março de 2019 para solicitar a retomada de obras inacabadas.
7.                  Nesse contexto, destacamos que constam na planilha anexa informações sobre a existência de solicitação de nova pactuação. Contudo, salientamos que até o momento não foram celebrados novos instrumentos para a retomada de obras inacabadas.
8.                  Diante do exposto, encaminhamos cópia dos documentos pertinentes e colocamo-nos à disposição para quaisquer outros esclarecimentos que se façam necessários.
Atenciosamente,

OUVIDORIA",0
676,0,2018-11-06T16:26:38.968397Z,1,0,0,0,0,1,2019-02-23T00:01:13.386923Z,6219,1001848,1,São Mateus do Maranhão,MA,answered,Controladoria-Geral da União,"Manifestação concluída em 10/01/2019 17:42 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

Em resposta à Manifestação 00106.020448/2018-07, destacamos que as informações a respeito da obra ID 1001848 (CRECHE/PRÉ-ESCOLA 004), objeto do Termo de Compromisso 6035/2013, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1001848 .

Apesar do status de “paralisada”, entendemos que a Prefeitura de São Mateus do Maranhão – MA deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas a Prefeitura Municipal, a quem compete responder as questões sobre atraso, paralisação e pendências relacionadas à obra.
             
Colocamo-nos à disposição para quaisquer esclarecimentos que se façam necessários.

Atenciosamente,
OUVIDORIA",1
581,0,2018-08-07T17:49:10.651310Z,1,0,0,0,0,1,2019-02-23T00:06:33.757534Z,4027,25083,1,Tremedal,BA,answered,Controladoria-Geral da União,"Manifestação concluída em 17/09/2018 11:04 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“?	Em resposta à Manifestação 00106.016388/2018-10, destacamos que as informações a respeito da obra ID 25083 (PAC 2 - CRECHE/PRÉ-ESCOLA 001), objeto do Termo de Compromisso 2537/2012, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=25083. A Prefeitura de Tremedal/BA deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Colocamo-nos à disposição para quaisquer esclarecimentos.
 
 
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE"" 

Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
334,0,2017-11-27T15:17:31.706204Z,1,0,0,0,0,0,2017-11-29T15:52:04.593368Z,2437,19220,1,Juiz de Fora,MG,answered,Prefeitura Municipal de Juiz de Fora,A obra ainda está em processo licitatório. A contratação da empresa está em andamento e a obra deve começar em janeiro próximo. ,1
335,0,2017-11-27T15:52:00.804810Z,1,0,0,0,0,0,2017-11-29T15:53:24.898038Z,2450,19220,1,Juiz de Fora,MG,answered,Prefeitura Municipal de Juiz de Fora,A obra está em processo licitatório. Deve ser iniciada em janeiro.,1
364,0,2018-01-08T12:30:43.781198Z,0,0,0,0,0,1,2018-04-19T17:44:22.496469Z,2529,1004844,1,Mucuri,BA,answered,Controladoria-Geral da União,"Manifestação concluída em 19/04/2018 08:15 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,

Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:

“Prezado (a),
 
Em resposta à manifestação nº 00106.003623/2018-93, a Diretoria de Gestão, Articulação e Projetos Educacionais – DIGAP informou que:
 
Em atenção aos questionamentos formulados, destacamos que a obra ID 1004844 (Creche Pré-Escola 001), objeto do Termo de Compromisso 7429/2013 firmado com a Prefeitura de Mucuri/BA, encontra-se com status “planejamento pelo proponente”, conforme dados extraídos do Sistema Integrado de Monitoramento, Execução e Controle – SIMEC.
O FNDE repassou o valor de R$ 409.521,75, referente a 20,99% dos recursos pactuados. Cumpre registrar que o instrumento está vigente até 09/11/2018, e a entidade beneficiária deverá concluir a obra no prazo de vigência.
Outrossim, ressaltamos que o Município é o gestor da obra e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Respeitosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""

Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
307,0,2017-11-21T21:11:14.200021Z,1,0,1,0,0,1,2017-12-11T22:57:37.393910Z,1368,24829,1,Luziânia,GO,not answered,,,
321,0,2017-11-25T14:18:50.968561Z,1,0,1,0,0,1,2018-01-03T18:22:49.397534Z,1232,1010358,1,São João de Pirabas,PA,not answered,,,
322,0,2017-11-25T14:20:34.202934Z,1,0,1,0,0,1,2018-01-03T18:23:01.611523Z,1232,1010358,1,São João de Pirabas,PA,not answered,,,
326,0,2017-11-26T12:35:16.387201Z,1,0,1,0,0,1,2018-01-24T18:00:41.385915Z,2448,1014175,1,São Francisco do Sul,SC,not answered,,,
323,0,2017-11-25T14:29:40.781549Z,1,0,1,0,0,1,2018-01-03T18:23:13.684666Z,1176,1010358,1,São João de Pirabas,PA,not answered,,,
327,0,2017-11-26T12:36:39.986073Z,1,0,1,0,0,1,2018-01-24T18:01:09.103543Z,2448,1014175,1,São Francisco do Sul,SC,not answered,,,
552,0,2018-07-27T16:50:53.882167Z,1,0,1,0,0,1,2018-12-11T13:52:30.911825Z,3079,1010678,1,Gravataí,RS,not answered,,,
592,0,2018-08-13T22:32:54.013458Z,1,0,0,0,0,1,2018-12-11T13:15:00.355578Z,4084,1006593,1,Bonito,PA,answered,Controladoria-Geral da União,"Manifestação concluída em 19/09/2018 20:27 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezado (a),
 
Após análise, a Diretoria de Gestão, Articulação e Projetos Educacionais informou que:
 
Em resposta à Manifestação, destacamos que as informações a respeito da obra ID 1081141 (PAC 2 - CRECHE/PRÉ-ESCOLA 001), objeto do Termo de Compromisso 7238/2013, podem ser consultadas no link:  http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1081141. A Prefeitura de Bonito/PA deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Colocamo-nos à disposição para quaisquer esclarecimentos.              
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
573,0,2018-08-04T16:22:18.382935Z,0,1,0,0,0,1,2018-12-11T13:11:06.684011Z,3533,11255,2,Coroatá,MA,answered,Controladoria-Geral da União,"Manifestação concluída em 03/09/2018 08:58 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezado (a),
 
Após análise, a Diretoria de Gestão, Articulação e Projetos Educacionais informou que: 
 
Em atendimento à Manifestação 00106.016392/2018-88, que solicita informações sobre a construção da Escola Padrão SECTEC/MA - Brasil Profissionalizado - Coroatá/MA, objeto do Convênio nº 658393/2009 firmado entre a Secretaria de Estado da Ciência, Tecnologia e Inovação do Maranhão e o Fundo Nacional de Desenvolvimento da Educação - FNDE, esclarecemos que, após consulta ao Sistema Integrado de Monitoramento, Execução e Controle – SIMEC, a obra ID 11255 está em execução e apresenta avanço físico de 99,87%, conforme indica o relatório de vistoria elaborado em 23/08/2018 pelo engenheiro responsável. 
 
O valor conveniado é de R$ 16.978.178,12 (foram pactuados 8 espaços educativos), participando esta Autarquia com R$ 16.752.554,49 e o Convenente com R$ 225.623,63, a título de contrapartida. O FNDE repassou a integralidade dos recursos. Vale destacar que o instrumento encontra-se vigente até 24/10/2018. 
 
Outrossim, ressaltamos que o Convenente é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Por fim, cumpre registrar que os dados referentes à obra podem ser consultados no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=11255.
 
Colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""

Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
559,0,2018-07-27T17:39:45.766013Z,1,0,1,0,0,1,2018-12-11T13:04:53.476456Z,2459,1010679,1,Gravataí,RS,answered,Controladoria-Geral da União,"Manifestação concluída em 13/09/2018 19:09 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezados Senhores,
 
Encaminhe-se a resposta da Manifestação abaixo:
 
Em resposta à Manifestação 00106.016141/2018-01, destacamos que as informações a respeito da obra ID 1010679 (E.M.E.I. RAIO DE SOL), objeto do Termo de Compromisso 11311/2014, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1010679. A Prefeitura de Gravataí/RS deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
                        Colocamo-nos à disposição para quaisquer esclarecimentos.
 
 
 
 
Atenciosamente,
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
610,0,2018-08-19T17:32:50.514158Z,1,0,0,0,0,1,2018-12-11T13:16:20.962939Z,3713,1010573,1,Pirapemas,MA,answered,Controladoria-Geral da União,"Manifestação concluída em 19/09/2018 20:30 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezado (a),
 
Reportamo-nos à manifestação nº 00106.016958/2018-71.
 
Após análise, a Diretoria de Gestão, Articulação e Projetos Educacionais informou que:
 
Em resposta à Manifestação 00106.016958/2018-71, destacamos que as informações a respeito da obra ID 1010573 (POV LOGOA SECA), objeto do Termo de Compromisso 22637/2014, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1010573. A Prefeitura de Pirapemas/MA deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Colocamo-nos à disposição para quaisquer esclarecimentos.
 
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
219,0,2017-10-12T18:57:15.315498Z,1,0,1,0,1,1,2018-02-22T18:58:43.990161Z,2037,1009836,1,Tracuateua,PA,answered,Fundo Nacional de Desenvolvimento da Educação,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",0
219,0,2017-10-12T18:57:15.315498Z,1,0,1,0,1,1,2018-02-22T18:58:43.990161Z,2037,1009836,1,Tracuateua,PA,answered,Controladoria-Geral da União,"A obra ID 1009836 (Nova Escola Santa Maria), objeto do Termo de Compromisso 22338/2014 firmado com a Prefeitura de Tracuateua/PA, encontra-se com status de inacabada, uma vez que o ente municipal não concluiu a escola no prazo de vigência do instrumento celebrado. No caso, observa-se que o Termo venceu em 31/07/2016. Veja a resposta completa em https://goo.gl/nX62qS",1
563,0,2018-07-30T18:19:47.486867Z,1,0,1,0,0,1,2018-12-11T13:07:50.213806Z,3205,1003717,1,Osasco,SP,answered,Controladoria-Geral da União,"Manifestação concluída em 13/09/2018 18:55 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezados Senhores,
 
Encaminhe-se a resposta da Manifestação abaixo:
 
 
 
Em resposta à Manifestação 00106.016138/2018-80, destacamos que as informações a respeito da obra ID 1003717 (EMEI Jardim Roberto II), objeto do Termo de Compromisso 5872/2013, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1003717. A Prefeitura de Osasco/SP deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
                        Colocamo-nos à disposição para quaisquer esclarecimentos.
 
Atenciosamente,
 
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
182,0,2017-09-19T13:48:41.548507Z,1,0,1,0,1,1,2018-03-06T18:18:35.770291Z,59,1006750,1,Chã de Alegria,PE,answered,Controladoria-Geral da União,"A obra ID Creche Vila Maria Doralice, Termo de Compromisso 7405/2013 firmado com a Prefeitura de Chã de Alegria/PE, está em execução e apresenta evolução física de 21,40%, conforme dados inseridos no SIMEC pelo fiscal municipal. O FNDE já repassou o montante de R$ 276.879,90, correspondente a 21,48% do valor total. O Termo está vigente até 17/12/2018, e a prefeitura deve concluir a obra no prazo.",1
575,0,2018-08-04T16:30:07.012116Z,1,0,0,0,0,1,2018-12-11T13:12:40.065055Z,3927,1006279,1,Baião,PA,answered,Controladoria-Geral da União,"Manifestação concluída em 13/09/2018 19:12 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezados Senhores,
 
Encaminhe-se a resposta da Manifestação abaixo:
 
 
Em resposta à Manifestação 00106.016391/2018-33, destacamos que as informações a respeito da obra ID 1006279 (PROINFÂNCIA DE UMARIZAL), objeto do Termo de Compromisso 7134/2013, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1006279. A Prefeitura de Baião/PA deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
                        Colocamo-nos à disposição para quaisquer esclarecimentos.
 
 
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
577,0,2018-08-06T17:00:58.257122Z,1,0,0,0,0,1,2018-12-11T13:13:03.285369Z,3227,1009156,1,Itajubá,MG,answered,Controladoria-Geral da União,"Manifestação concluída em 13/09/2018 19:04 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezados Senhores,
 
Encaminhe-se a resposta da Manifestação abaixo:
 
 
Em resposta à Manifestação 00106.016390/2018-99, destacamos que as informações a respeito da obra ID 1009156 (Rua Projetada N), objeto do Termo de Compromisso 11463/2014, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1009156. A Prefeitura de Itajubá/MG deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado. Registra-se que, ao término da vigência, o ente municipal deverá prestar contas dos recursos recebidos. 
                        Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
                        Colocamo-nos à disposição para quaisquer esclarecimentos.
 
 
 
 
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
619,0,2018-08-22T20:41:27.481362Z,1,0,0,0,0,1,2018-12-11T13:18:03.259900Z,4436,1018669,1,Augusto Corrêa,PA,answered,Controladoria-Geral da União,Manifestação concluída em 16/10/2018 09:44 por Elicicilia dos Santos Batista: A demanda já está sendo tratada por outro protocolo.,1
328,0,2017-11-26T12:37:47.112203Z,1,0,1,0,0,1,2018-01-24T18:01:46.251194Z,254,1014175,1,São Francisco do Sul,SC,not answered,,,
620,0,2018-08-22T20:43:06.058624Z,1,0,0,0,0,1,2018-12-11T13:18:43.312268Z,4436,1018669,1,Augusto Corrêa,PA,answered,Controladoria-Geral da União,"Manifestação concluída em 16/11/2018 14:58 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área responsável informou que:
Em resposta à Manifestação 00106.018076/2018-41, destacamos que as informações a respeito da obra ID 1018669 (Espaço Educativo – 06 Salas, SÃO BENEDITO - Augusto Corrêa), objeto do Termo de Compromisso 34947/2014, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1018669. A Prefeitura de Augusto Corrêa/PA deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso, paralisação e pendências relacionadas à obra.
 
Colocamo-nos à disposição para quaisquer esclarecimentos.

OUVIDORIA",1
329,0,2017-11-26T12:39:43.887187Z,1,0,1,0,0,1,2018-01-24T18:02:20.878886Z,254,1014175,1,São Francisco do Sul,SC,not answered,,,
330,0,2017-11-26T12:40:53.252681Z,1,0,1,0,0,1,2018-01-24T18:05:46.694855Z,254,1014175,1,São Francisco do Sul,SC,not answered,,,
626,0,2018-08-28T22:03:05.312697Z,1,0,0,0,0,0,2018-09-03T17:23:44.069224Z,4603,1014623,1,Itapeva,SP,answered,Prefeitura Municipal de Itapeva,"Bom dia!
O município recebeu os recursos referente a esta obra em Abril/2017, tomou as providências administrativas quanto as peças orçamentárias, entretanto, a empresa responsável por esta obra, e, também por uma outra obra também do FNDE, abandonou as obras, esta em específico apenas com a parte de terraplanagem realizada.
A empresa foi notificada, os procedimentos jurídicos tomados, e, o município está em trâmites para nova licitação para execução da mesma.
Os recursos recebidos encontram-se na conta corrente 422150 Ag. 510 destinada pelo FNDE, assim que concluir o processo licitatório, a obra será retomada.",1
331,0,2017-11-26T12:45:28.143262Z,1,0,1,0,0,1,2018-01-24T18:06:23.485400Z,2448,1014175,1,São Francisco do Sul,SC,not answered,,,
544,0,2018-07-15T00:46:01.113233Z,1,0,0,0,0,1,2018-12-11T13:26:36.796691Z,693,25028,1,Santa Rita,PB,answered,Controladoria-Geral da União,"Manifestação concluída em 13/09/2018 19:22 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“ 
Prezados Senhores,
 
Encaminhe-se a resposta da Manifestação abaixo:
 
Em resposta à Manifestação 00106.016135/2018-46, destacamos que as informações a respeito da obra ID 25028 (CRECHE PLANO DE VIDA - Rua Projetada - Área de equipamento comunitário - Loteamento Plano de Vida – CEP: 58.302-970), objeto do Termo de Compromisso 4058/2013, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=25028. A Prefeitura de Santa Rita/PB deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
                        Colocamo-nos à disposição para quaisquer esclarecimentos.
 
 
 
Atenciosamente,
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",1
332,0,2017-11-26T12:46:30.082362Z,1,0,1,0,0,1,2018-01-24T18:06:53.507799Z,254,1014175,1,São Francisco do Sul,SC,not answered,,,
333,0,2017-11-26T12:47:26.367209Z,1,0,1,0,0,1,2018-01-24T18:07:16.372876Z,254,1014175,1,São Francisco do Sul,SC,not answered,,,
