id,nome,situacao,municipio,uf,cep,logradouro,bairro,percentual_de_execucao,data_prevista_de_conclusao_da_obra,tipo_do_projeto,rede_de_ensino_publico,nome_da_entidade,visivel_no_app,grupo_controle
8581,657016 - Esc. Educ. Infantil - Tipo B - ALTO DO RODRIGUES /RN,ExecuÁ„o,Alto do Rodrigues,RN,,"","",58.59,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ALTO DO RODRIGUES,0,0
8582,656667 - Esc. Educ. Infantil - Tipo B - MACAIBA /RN,ExecuÁ„o,Maca√≠ba,RN,59000000,"rua Projetada, s/n","",96.39,2017-01-20,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE MACAIBA,0,0
8583,656979 - Esc. Educ. Infantil - Potengi I - NATAL/RN,ExecuÁ„o,Natal,RN,59025090,"","",24,2017-11-20,Projeto 1 Convencional,Municipal,PREF MUN DE NATAL,1,0
8584,656979 - Esc. Educ. Infantil - Potengi II - NATAL/RN,ExecuÁ„o,Natal,RN,59025090,"","",24.25,2017-11-20,Projeto 1 Convencional,Municipal,PREF MUN DE NATAL,1,0
8585,656979 - Esc. Educ. Infantil - Lagoa Azul - NATAL /RN,ConcluÌda,Natal,RN,59025090,"","",100,2015-05-27,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE NATAL,0,0
8586,656979 - Esc. Educ. Infantil - Guarapes - NATAL/RN,ExecuÁ„o,Natal,RN,59025090,"","",16.22,2017-08-20,Projeto 1 Convencional,Municipal,PREF MUN DE NATAL,1,0
8587,656979 - Esc. Educ. Infantil - Planalto I - NATAL/RN,ConcluÌda,Natal,RN,59025090,"","",100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE NATAL,0,0
8588,656979 - Esc. Educ. Infantil - Planalto II - NATAL/RN,Obra Cancelada,Natal,RN,59025090,"","",0.32,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE NATAL,0,0
8589,656554 - Esc. Educ. Infantil - Tipo B - CARNAUBAIS/RN,ConcluÌda,Carnaubais,RN,59665000,Bairro Pacheco,"",93.48,2014-10-24,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CARNAUBAIS,0,0
8590,656470 - Esc. Educ. Infantil - Tipo B - ALMINO AFONSO/RN,ConcluÌda,Almino Afonso,RN,59760000,Rua Florentina Nunes,Centro,100,2015-06-29,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ALMINO AFONSO,0,0
8591,656889 - Esc. Educ. Infantil - Tipo B - Apodi/RN,ExecuÁ„o,Apodi,RN,,"","",87.13,2017-07-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE APODI,0,0
8592,656964 - Esc. Educ. Infantil - OLHO DAGUA DO BORGES /RN,ConcluÌda,Olho-d'√Ågua do Borges,RN,59730000,Rua Projetada,Centro,100,2013-12-17,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE OLHO-DAGUA DO BORGES,0,0
8593,656355 - Esc. Educ. Infantil - Tipo B - CARAUBAS/RN,ConcluÌda,Cara√∫bas,RN,59780000,PraÁa Aproniano Martins de S·,Centro,100,2017-03-22,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CARAUBAS,0,0
8594,656486 - Esc. Educ. Infantil - Tipo B - RAFAEL FERNANDES /RN,Inacabada,Rafael Fernandes,RN,59990000,"","",67.58,2017-03-27,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE RAFAEL FERNANDES,0,0
8595,656891 - Esc. Educ. Infantil - Tipo C - RIACHUELO/RN,ConcluÌda,Riachuelo,RN,59470000,Rua do ComÈrcio,Centro,100,2014-08-20,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE RIACHUELO,0,0
8596,656539 - Esc. Educ. Infantil - Tipo C - PEDRA LAVRADA/PB,ConcluÌda,Pedra Lavrada,PB,58180000,Rua Ad„o Bezerra da Silva,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE PEDRA LAVRADA,0,0
8597,656962 - Esc. Educ. Infantil - Tipo B - ALAGOA GRANDE/PB,Inacabada,Alagoa Grande,PB,58388000,Rua prof Eliane Nobrega,Povoado,77.1,2016-07-07,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ALAGOA GRANDE,0,0
8598,656555 - Esc. Educ. Infantil - Tipo C - SANTA HELENA /PB,ConcluÌda,Santa Helena,PB,58925000,Rua Projetada,Centro,100,2014-01-03,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE SANTA HELENA,0,0
8599,656817 - Esc. Educ. Infantil - Tipo B - ARARA/PB,Inacabada,Arara,PB,58396000,Rua Projetada,Centro,88.17,2015-12-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ARARA,0,0
8600,657238 - Esc. Educ. Infantil - Tipo B - SERRA DA RAIZ/PB,ConcluÌda,Serra da Raiz,PB,58260000,Rua Antonio Alves,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SERRA DA RAIZ,0,0
8601,656580 - Esc. Educ. Infantil - Tipo B - CAAPORA/PB,ConcluÌda,Caapor√£,PB,58326000,Rua Salom„o Veloso,Centro,100,2014-05-21,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CAAPORA,0,0
8602,656934 - Esc. Educ. Infantil - Tipo B - PILAR/PB,ConcluÌda,Pilar,PB,58338000,Rua JosÈ Lins do RÍgo,Centro,83.38,2017-01-13,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE PILAR,0,0
8603,657166 - Esc. Educ. Infantil - Tipo C - PEDRA BRANCA/PB,Paralisada,Pedra Branca,PB,58790000,Rua Projetada  - Rua Get˙lio Vargas,Centro,70.88,2017-08-19,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE PEDRA BRANCA,0,0
8604,656357 - Esc. Educ. Infantil - Tipo B - PITIMBU/PB,Inacabada,Pitimbu,PB,58324000,Travessa Santa Cruz,Centro,68.5,2016-12-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PITIMBU,0,0
8605,656923 - Esc. Educ. Infantil - Tipo B - UIRAUNA /PB,Inacabada,Uira√∫na,PB,58915000,Rua JosÈ Vaz de Medeiros,"",28.56,2016-12-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE UIRAUNA,0,0
8606,656969 - Esc. Educ. Infantil - Tipo C - SAO SEBASTIAO DO UMBUZEIRO /PB,ConcluÌda,S√£o Sebasti√£o do Umbuzeiro,PB,58510000,PraÁa Coronel Nilo Feitosa,Centro,100,2015-12-22,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE SAO SEBASTIAO DO UMBUZEIRO,0,0
8607,656984 - Esc. Educ. Infantil - Tipo B - ARCOVERDE/PE,ConcluÌda,Arcoverde,PE,56500000,Juraci Bezerra dos Anjos,Boa EsperanÁa,100,2014-12-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ARCOVERDE,0,0
8608,656882 - Esc. Educ. Infantil - Tipo B - VENTUROSA/PE,ConcluÌda,Venturosa,PE,55270000,Av. Lumba Vaz,Boa Vista,99.13,2014-10-10,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE VENTUROSA,0,0
8609,656894 - Esc. Educ. Infantil - Tipo B - CABROBO/PE,ConcluÌda,Cabrob√≥,PE,56180000,"","",100,2013-10-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CABROBO,0,0
8610,656581 - Esc. Educ. Infantil - Tipo C - ITACURUBA/PE,Inacabada,Itacuruba,PE,56430000,"","",93.85,2015-06-30,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE ITACURUBA,0,0
8611,656422 - Esc. Educ. Infantil - Tipo B - BARRA DA GUABIRABA /PE,Inacabada,Barra de Guabiraba,PE,55690000,PraÁa Carlos Augusto,Nova EsperanÁa,75.27,2015-08-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BARRA DE GUABIRABA,0,0
8612,656540 - Esc. Educ. Infantil - Tipo B - JUPI/PE,ConcluÌda,Jupi,PE,55395000,"","",100,2014-06-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE JUPI,0,0
8613,657709 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - JUREMA/PE,ConcluÌda,Jurema,PE,,"","",97.48,2014-06-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE JUREMA,0,0
8614,656933 - Esc. Educ. Infantil - Tipo B - ConstruÁ„o - CONDADO/PE,Inacabada,Condado,PE,55940000,"",Centro,65.27,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CONDADO,0,0
8615,657063 - Escola de EducaÁ„o Infantil - Tipo C - ALIANCA/PE,ConcluÌda,Alian√ßa,PE,55890000,Avenida Dr. GenÈsio Gomes de Moraes,Bairro do Ros·rio,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE ALIANCA,0,0
8616,656909 - Esc. Educ. Infantil - Tipo B - AGUA PRETA/PE,ConcluÌda,√Ågua Preta,PE,,"","",98.81,2016-11-10,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE AGUA PRETA,0,0
8617,656914 - Escola EducaÁ„o Infantil - Tipo B - CATENDE/PE,ConcluÌda,Catende,PE,55400000,"",Cana„,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CATENDE,0,0
8618,656886 - Esc. Educ. Infantil - Tipo B - CUPIRA/PE,ConcluÌda,Cupira,PE,55460000,Av Miguel Pereira Neto,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CUPIRA,0,0
8619,656407 - Esc. Educ. Infantil - Tipo B - SIRINHAEM/PE,ConcluÌda,Sirinha√©m,PE,55580000,Rua Jackes Pires,Povoado de Santo Amaro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SIRINHAEM,0,0
8620,657064 - Esc. Educ. Infantil - Tipo B - BOM JARDIM/PE,ConcluÌda,Bom Jardim,PE,55730000,Fazenda Itagiba,Centro,100,2013-08-26,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BOM JARDIM,0,0
8621,656970 - EE Infantil - Bairro Jo„o de Deus - PETROLINA/PE,ExecuÁ„o,Petrolina,PE,56317190,Avenida Avelino dos Santos (Av. 01),Bairro Pedra Linda,96.66,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PETROLINA,0,0
8622,656970 - EE Infantil - Bairro Pedra Linda - PETROLINA/PE,ExecuÁ„o,Petrolina,PE,56317190,Avenida Avelino dos Santos (Av. 01),Bairro Pedra Linda,94.81,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PETROLINA,0,0
8623,656350 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - MADALENA/CE,ConcluÌda,Madalena,CE,63860000,Rua Maria Eurivte Pinho,Santa Terezinha,100,2016-05-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE MADALENA,0,0
8624,656412 - Esc. Educ. Infantil - Tipo B - BODOCO/PE,ConcluÌda,Bodoc√≥,PE,56220000,Avenida Humberto Alencar Castelo Branco,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE BODOCO,0,0
8625,656931 - Esc. Educ. Infantil - Tipo B - GRANITO/PE,ConcluÌda,Granito,PE,56100000,Rua Prefeito Esmerindo Alvinho da Silva,Ulisses Guimar„es,100,2014-04-29,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE GRANITO,0,0
8626,656995 - Esc. Educ. Infantil - Tipo B - POMBOS/PE,Inacabada,Pombos,PE,55630000,Rua Paulo Bezerra,Centro,78.13,2015-06-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE POMBOS,0,0
8627,657717 - Esc. Educ. Infantil - Tipo B - CARPINA/PE,ConcluÌda,Carpina,PE,55819910,Rua JosÈ Bonif·cio,Caj·,100,2014-01-15,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CARPINA,0,0
8628,657035 - Esc. Educ. Infantil - Tipo B - PAUDALHO/PE,Inacabada,Paudalho,PE,55825000,Rua Castelo Branco,Guadalajara,91.04,2016-11-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PAUDALHO,0,0
8629,657738 - Esc. Educ. Infantil - Tipo C - CUMARU/PE,ConcluÌda,Cumaru,PE,55655000,Vila de Santa Terezinha,Centro,100,2015-07-14,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE CUMARU,0,0
8630,657109 - Esc. Educ. Infantil - Tipo B - CAPOEIRAS/PE,ConcluÌda,Capoeiras,PE,55365000,"","",100,2015-04-16,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CAPOEIRAS,0,0
8631,656907 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - BOM CONSELHO/PE,ConcluÌda,Bom Conselho,PE,55330000,Av. Santa Maria,Centro,98,2015-06-03,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BOM CONSELHO,0,0
8632,655846 - Esc. Educ. Infantil - Tipo B - LAGOA DO OURO/PE,ConcluÌda,Lagoa do Ouro,PE,55320000,Rua OlÌmpio Paulino,Cohab 1,99.99,2016-06-17,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE LAGOA DO OURO,0,0
8633,656936 - Esc. Educ. Infantil - Tipo B - AGUAS BELAS/PE,ConcluÌda,√Åguas Belas,PE,55340000,Rua Padre Nelson S/N,Povoado de Garcia,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE AGUAS BELAS,0,0
8634,656893 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - CORRENTES/PE,ConcluÌda,Correntes,PE,55315000,Loteamento Atalibal Victor,Centro,96.7,2016-07-16,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CORRENTES,0,0
8635,656583 - Esc. Educ. Infantil - Tipo B - TEREZINHA/PE,Inacabada,Terezinha,PE,55305000,"","",82.37,2015-12-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE TEREZINHA,0,0
8636,655804 - Esc. Educ. Infantil - Tipo B - Escada/PE,ConcluÌda,Escada,PE,55500000,"","",88.73,2016-12-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,Prefeitura de Escada-PE,0,0
8637,658660 - Esc. Educ. Infantil - Tipo B - AMARAJI/PE,ConcluÌda,Amaraji,PE,55515000,Comunidade Recanto dos P·ssaros,Centro,100,2015-03-20,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE AMARAJI,0,0
8638,656884 - Esc. Educ. Infantil - Tipo C - VERDEJANTE/PE,ConcluÌda,Verdejante,PE,56120000,"","",100,2014-01-03,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE VERDEJANTE,0,0
8639,656845 - Esc. Educ. Infantil - Tipo C - ITAPETIM/PE,ConcluÌda,Itapetim,PE,56720000,Rua JosÈ Soares de Oliveira,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE ITAPETIM,0,0
8640,656987 - Esc. Educ. Infantil - Tipo B - CUSTODIA/PE,ConcluÌda,Cust√≥dia,PE,,"","",97.75,2016-02-16,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CUSTODIA,0,0
8641,657721 - Esc. Educ. Infantil - Tipo C - SERRITA/PE,ConcluÌda,Serrita,PE,56140000,loteamento manoel cecilio,manoel cecilio,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE SERRITA,0,0
8642,658724 - Esc. Educ. Infantil - Tipo C - ZE DOCA/MA,ConcluÌda,Z√© Doca,MA,65365000,Rua do ComÈrcio,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE ZE DOCA,0,0
8643,656389 - Esc. Educ. Infantil - Tipo B - ATALAIA/AL,ConcluÌda,Atalaia,AL,57690000,Rua projetada B,JosÈ Paulino,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ATALAIA,0,0
8644,656809 - Escola de EducaÁ„o Infantil - Olho D·gua Grande/AL,ConcluÌda,Olho d'√Ågua Grande,AL,57390000,Rua JosÈ Jorge da Paix„o,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE OLHO DAGUA GRANDE,0,0
8645,656830 - Esc. Educ. Infantil - Tipo B - GIRAU DO PONCIANO /AL,ConcluÌda,Girau do Ponciano,AL,57360000,Distrito CanafÌstula do Cipriano,Centro,67.78,2016-11-17,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE GIRAU DO PONCIANO,0,0
8646,656963 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - PIRANHAS/AL,Inacabada,Piranhas,AL,57460000,PraÁa Centro ComÈrcio,Centro,89.27,2016-01-29,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PIRANHAS,0,0
8647,657010 - Esc. Educ. Infantil - Tipo C - Tanque dArca/AL,ConcluÌda,Tanque d'Arca,AL,57635000,Conjunto ¡gua Viva,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE TANQUE DARCA,0,0
8648,656883 - Esc. Educ. Infantil - Tipo B - SANTANA DO IPANEMA /AL,ConcluÌda,Santana do Ipanema,AL,57500000,Distrito CanafÌstula do Cipriano,Centro,100,2015-04-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SANTANA DO IPANEMA,0,0
8649,656975 - Esc. Educ. Infantil - Tipo B - MURICI/AL,Planejamento pelo proponente,Murici,AL,57820000,"","",71.25,2017-06-23,MI - Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE MURICI,0,0
8650,656644 - Esc. Educ. Infantil - Tipo B - BRANQUINHA/AL,ConcluÌda,Branquinha,AL,57830000,Alto de S„o Seme„o,Centro,100,2014-08-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BRANQUINHA,0,0
8651,658688 - Escola de EducaÁ„o Infantil - Tipo B - VICOSA/AL,ConcluÌda,Vi√ßosa,AL,57700000,Avenida Firmino Maia,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE VICOSA,0,0
8652,657259 - Esc. Educ. Infantil - Tipo B - PASSO DE CAMARAGIBE /AL,ConcluÌda,Passo de Camaragibe,AL,57930000,Zona urbana do municÌpio,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE PASSO DE CAMARAGIBE,0,0
8653,657748 - Esc Educ Infantil - Tipo B - PALMEIRA DOS INDIOS/AL,ConcluÌda,Palmeira dos √çndios,AL,57600010,PraÁa da IndependÍncia,Centro,100,2014-11-14,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PALMEIRA DOS INDIOS,0,0
8654,656828 - Esc. Educ. Infantil - Tipo B - PORTO CALVO/AL,ConcluÌda,Porto Calvo,AL,57900000,Comunidade Mangazala,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PORTO CALVO,0,0
8655,656489 - Esc. Educ. Infantil - Tipo B - OCARA /CE,ConcluÌda,Ocara,CE,62755000,Rua Domingos Barroso,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE OCARA,0,0
8656,656905 - Esc. Educ. Infantil - Tipo B - BARREIRA/CE,ConcluÌda,Barreira,CE,62795000,Rua Jo„o Joca,Jatob·,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BARREIRA,0,0
8657,657196 - Escola EducaÁ„o Infantil - Tipo B - IBICUITINGA/CE,ConcluÌda,Ibicuitinga,CE,62955000,Rua Manuel Horacio da Silva,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE IBICUITINGA,0,0
8658,657070 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - POTIRETAMA/CE,Inacabada,Potiretama,CE,62990000,Rua Edilson Vieira,Centro,80.57,2016-05-27,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE POTIRETAMA,0,0
8659,657420 - Esc. EducaÁ„o Infantil - Tipo B - SERRA DO MEL/RN,ConcluÌda,Serra do Mel,RN,59663000,"","",100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SERRA DO MEL,0,0
8660,657460 - Esc. Educ. Infantil - Tipo B - ITABAIANINHA/SE,Inacabada,Itabaianinha,SE,49290000,Conjunto JosÈ Alves da Silveira,Mutir„o,66.13,2015-03-04,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE ITABAIANINHA,0,0
8661,657702 - Esc. Educ. Infantil - Tipo C - RIBEIROPOLIS/SE,ConcluÌda,Ribeir√≥polis,SE,49530000,Rua DomÌcio Santos,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE RIBEIROPOLIS,0,0
8662,656994 - Esc. Educ. Infantil - Tipo B - POCO VERDE/SE,ConcluÌda,Po√ßo Verde,SE,49490000,"","",100,2014-03-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA  MUN DE POCO VERDE,0,0
8664,656866 - Esc. EducaÁ„o Infantil - Tipo C - SEBERI/RS,ConcluÌda,Seberi,RS,98380000,Rua ProcÛpio do Queiroz,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE SEBERI,0,0
8665,658680 - Esc. Educ. Infantil - Tipo B - SIMAO DIAS/SE,ConcluÌda,Sim√£o Dias,SE,49480000,"","",100,2014-08-05,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SIMAO DIAS,0,0
8666,656944 - Esc. Educ. Infantil - Tipo B - ROSARIO DO CATETE/SE,ExecuÁ„o,Ros√°rio do Catete,SE,49760000,"","",81.44,2017-06-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ROSARIO DO CATETE,0,0
8667,657707 - Esc. Educ. Infantil - Tipo C -  - ConstruÁ„o - SANT,ConcluÌda,Santa Rosa de Lima,SE,49640000,"",Centro,81.73,2015-12-25,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE SANTA ROSA DE LIMA,0,0
8668,656676 - Esc. Educ. Infantil - Tipo C - BREJO GRANDE/SE,Inacabada,Brejo Grande,SE,49995000,Rua Juvina Tojal,Centro,0.41,2015-06-12,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE BREJO GRANDE,0,0
8669,657698 - Esc. Educ. Infantil - Tipo B - PACATUBA/SE,Obra Cancelada,Pacatuba,SE,49970000,"","",0,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PACATUBA,0,0
8670,656940 - Esc. Educ. Infantil - Tipo B - SAO CRISTOVAO/SE,Obra Cancelada,S√£o Crist√≥v√£o,SE,49100000,"","",0,2015-03-20,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE SAO CRISTOVAO,0,0
8672,657182 - Esc. Educ. Infantil - Tipo B - NORDESTINA/BA,ConcluÌda,Nordestina,BA,48470000,TRAVESSA BENIGNO DANTAS DE MATOS,MUTIR√O,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE NORDESTINA,0,0
8673,657101 - Esc. EducaÁ„o Infantil - Tipo C - VARZEDO/BA,ConcluÌda,Varzedo,BA,44565000,Rua  JosÈ Almeida,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE VARZEDO,0,0
8674,656677 - Esc. Educ. Infantil - AGUA FRIA/BA,ConcluÌda,√Ågua Fria,BA,48170000,AVENIDA ANT‘NIO S…RGIO CARNEIRO,CENTRO,100,2014-03-24,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE AGUA FRIA,0,0
8675,657710 - Esc. Educ. Infantil - Tipo C - ANTONIO CARDOSO /BA,ConcluÌda,Ant√¥nio Cardoso,BA,44180000,Rua Santa Rita,Bairro do Pinheiro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE ANTONIO CARDOSO,0,0
8676,656564 - Escola de EducaÁ„o Infantil - Tipo B - IRARA /BA,ConcluÌda,Irar√°,BA,44255000,PraÁa Alberto Pereira de Santana,Cruzeiro da Queimada,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE IRARA,0,0
8677,656655 - Escola EducaÁ„o Infantil - Tipo B - TANQUINHO /BA,ConcluÌda,Tanquinho,BA,44160000,Rua 14 de agosto,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE TANQUINHO,0,0
8678,656627 - Esc. Educ. Infantil - Tipo B - OLINDINA /BA,ConcluÌda,Olindina,BA,48470000,TRAVESSA BENIGNO DANTAS DE MATOS,MUTIR√O,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE OLINDINA,0,0
8679,657073 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - PAU BRASIL /BA,ConcluÌda,Pau Brasil,BA,45890000,"","",100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PAU BRASIL,0,0
8680,656371 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - CAMACAN/BA,ConcluÌda,Camacan,BA,45880000,Rua Ana Moura,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CAMACAN,0,0
8681,658678 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - CORDEIROS /BA,ConcluÌda,Cordeiros,BA,46280000,"","",100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CORDEIROS,0,0
8682,658658 - Esc. Educ. Infantil - Tipo C - ConstruÁ„o - PIRIPA/BA,Inacabada,Pirip√°,BA,46270000,Rua Oliveira Brito,Centro,63.98,2015-07-30,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE PIRIPA,0,0
8683,657012 - Esc. Educ. Infantil - Irajuba/BA,ConcluÌda,Irajuba,BA,45370000,Rua Alto da Boa Vista,Centro,100,,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE IRAJUBA,0,0
8684,657074 - Esc. Educ. Infantil - Tipo B -  - ConstruÁ„o - TUCANO /BA,ConcluÌda,Tucano,BA,48793000,"Rua JosÈ Alves Farias, PrÛximo ‡ Escola JosÈ Penedo",Cidade Sa˙de,100,2014-04-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE TUCANO,0,0
8685,656658 - Escola EducaÁ„o Infantil - Tipo B - CANAVIEIRAS /BA,Inacabada,Canavieiras,BA,45860000,"","",65.26,2016-01-04,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CANAVIEIRAS,0,0
8686,657167 - Esc. Educ. Infantil - Tipo C - CONCEICAO DA FEIRA /BA,ConcluÌda,Concei√ß√£o da Feira,BA,44320000,Rua Santa Rita,Bairro do Pinheiro,98.08,2012-12-31,Escola de EducaÁ„o Infantil Tipo C,Municipal,PREF MUN DE CONCEICAO DA FEIRA,0,0
