id,nome,situacao,municipio,uf,cep,logradouro,bairro,percentual_de_execucao,data_prevista_de_conclusao_da_obra,tipo_do_projeto,rede_de_ensino_publico,nome_da_entidade,visivel_no_app,grupo_controle
18928,VIDA NOVA III,Concluída,Campo Grande,MS,79017254,Rua Takeshi Higuchi,Residencial Vida Nova III,99.53,2014-08-05,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAMPO GRANDE,0,0
18929,SANTA EMÍLIA,Concluída,Campo Grande,MS,79093430,Rua Boanerges Lopes,Jardim Santa Emília,96.24,2014-11-10,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAMPO GRANDE,0,0
18930,JARDIM CANGURU,Concluída,Campo Grande,MS,79072618,RUA JOSE PEDROSSIAN,VARANDAS DO CAMPO,95.69,2014-08-26,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAMPO GRANDE,0,0
18931,Creche Novo Horizonte,Concluída,Careaçu,MG,37556000,Rua Prefeito José Maria de Souza,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAREACU,0,0
18932,RESIDENCIAL BETAVILLE,Concluída,Campo Grande,MS,79060330,Rua Araguacema,Vila Santo Eugênio,100,2014-08-12,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAMPO GRANDE,0,0
18933,JARDIM NOROESTE,Execução,Campo Grande,MS,79045070,Rua Adventor Divino de Almeida,Jardim Noroeste,86.3,2018-05-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAMPO GRANDE,0,0
18934,CONSTRUÇÃO DE CRECHE,Concluída,Santo Antônio da Alegria,SP,14390000,Rua Nove de Julho,Centro,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE SANTO ANTONIO DA ALEGRIA,0,0
18935,Miro Rocha,Concluída,Lajedão,BA,45950000,"RUA D, QUADRA E, LOTES, 5 A 9 / 14 A 18",Moisés da Rocha Passos,100,2014-04-24,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE LAJEDAO,0,0
18936,Padre Eustaquio,Concluída,Romaria,MG,38520000,Rua Onofre Pires de Miranda,Centro,94.84,2015-12-31,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ROMARIA,0,0
18937,RESIDENCIAL OITI,Concluída,Campo Grande,MS,79044520,Rua Marinês Souza Gomes,Jardim Samambaia,95.36,2014-08-05,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAMPO GRANDE,0,0
18938,Terreno conjunto mandaguari,Concluída,Ouro Verde do Oeste,PR,85933000,Rua Washington,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE OURO VERDE DO OESTE,0,0
18939,proprio,Inacabada,Cândido Mendes,MA,65280000,RUA FELIPE GOMES,CENTRO,26.82,2014-02-01,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE CANDIDO MENDES,0,0
18940,CEI MORRO DO MEIO,Concluída,Joinville,SC,89215200,Estrada Lagoinha,Morro do Meio,100,2015-06-17,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE JOINVILLE,0,0
18941,EMI São Vendelino,Concluída,Bento Gonçalves,RS,95700000,Rua Santos Dumont,São Vendelino,95.33,2013-12-18,Escola de Educação Infantil Tipo A,Municipal,PREFEITURA MUNICIPAL DE BENTO GONCALVES,0,0
18942,Bairro  Augusto Nasser Borges,Inacabada,Gongogi,BA,45540000,rua manoel euzebio,Augusto Nasser Borges,66.87,2017-05-13,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE GONGOGI,0,0
18943,Proinfância Mateiros,Inacabada,Mateiros,TO,77593000,Av. Maranhão QI40,Setor Central,74.35,2016-12-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE MATEIROS,0,0
18944,SEDE,Concluída,Francisco Macedo,PI,64683000,Rua Julio Antão,Centro,95.59,2014-09-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE FRANCISCO MACEDO,0,0
18945,Residêncial Daury Riva,Concluída,Sinop,MT,78550000,Rua projetada K C/ rua projetada A,Residêncial Daury Riva,100,2014-06-18,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SINOP,0,0
18946,CONSTRUÇÃO DE CENTRO DE EDUCAÇÃO INFANTIL VILA SERRANA,Concluída,Almenara,MG,39900000,RUA ARGEMIRO AGUILAR,VILA SERRANA,100,2013-11-05,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ALMENARA,0,0
18947,terreno destinado à construção do proinfancia tipo c,Concluída,Palmeira das Missões,RS,98300000,Rua das chacaras,amaral,100,2014-02-11,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE PALMEIRA DAS MISSOES,0,0
18948,Creche da rua da AABB,Execução,Esplanada,BA,48370000,RUA DO AABB,Centro,97,2018-12-31,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ESPLANADA,0,0
18950,EMEI CRESCENDO COM ALEGRIA,Execução,Garibaldi,RS,95720000,RUA 15 DE NOVEMBRO,CHÁCARAS,95.18,2018-02-02,MI - Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE GARIBALDI,0,0
18951,"Av. Estados Unidos, Esq. c/ Av Porto Rico",Concluída,Vera,MT,78880000,S/N,Centro,99.99,2017-04-13,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE VERA,0,0
18952,CHÁCARA RURAL N 23 E PARTE N 8 DO LOTE RURAL N 165 - SEÇÃO JUNDIÁ,Concluída,Serra Alta,SC,89871000,Rua Monte Castelo,Centro,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE SERRA ALTA,0,0
18953,TERRENO PRAÇA DO LAZER /CONSTRUÇÃO PROINFANCIA,Concluída,Poconé,MT,78175000,Rua manoel Benedito Silva Campos,Santa Tereza,98.56,2017-12-29,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE POCONE,0,0
18954,Três Barras,Concluída,Afonso Cláudio,ES,29600000,Rua Manoel Batista de Araujo,São Vicente,94.38,2015-08-13,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE AFONSO CLAUDIO,0,0
18955, PREFEITURA MUNICIPAL LARANJAL PAULISTA ,Concluída,Laranjal Paulista,SP,18500000,RUA GOVERNADOR PEDRO DE TOLEDO,BAIRRO DA PONTE,100,2017-11-22,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE LARANJAL PAULISTA,0,0
18956,Creche  Conjunto José Candido Queiroz,Concluída,Diorama,GO,76260000,Rua Dália,Setor Central,100,2014-08-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE DIORAMA,0,0
18957,Prefeitura Municipal de Pontal do Araguaia,Concluída,Pontal do Araguaia,MT,78698000,Rua.: Finlandia,Maria Joaquina,94.86,2014-05-12,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PONTAL DO ARAGUAIA,0,0
18958,Escola de educação infantil,Concluída,São José dos Cordeiros,PB,58570000,Rua Batista Cordeiro,Centro,100,2014-03-14,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE SAO JOSE DOS CORDEIROS,0,0
18959,Loteamento Cafe,Concluída,Ibirapitanga,BA,45500000,Praça Grandes Lojas Unidas da Bahia,Centro,98.1,2015-01-19,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE IBIRAPITANGA,0,0
18960,CRECHE ESTRELA VELHA - RS,Concluída,Estrela Velha,RS,96990000,RUA SETEMBRINO PINTO PEREIRA,Centro,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ESTRELA VELHA,0,0
18961,EMEI Mundo da Crianca,Concluída,Estância Velha,RS,93600000,"Rua Anita Garibaldi, s/nº",Centro,99.99,2013-09-23,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ESTANCIA VELHA,0,0
18962,CRECHE PRO-INFANCIA - PRAIA GRANDE,Concluída,Praia Grande,SC,88990000,RUA MANOEL LEÃO PEREIRA,BAIRRO LEÃO,95.66,2014-06-15,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE PRAIA GRANDE,0,0
18963,GOIANIA,Concluída,Belo Horizonte,MG,31950100,Rua José Arcanjo Santiago,Goiânia,100,2014-06-30,Escola de Educação Infantil Tipo A,Municipal,PREF MUN DE BELO HORIZONTE,0,0
18964,Centro de Educação Infantil Francisca Maria da Silva,Execução,Cacimbas,PB,58698000,Rua Projetada Centro Cacimbas PB,Centro,42.19,2018-01-31,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE CACIMBAS,0,0
18965,Rua Pedro Ademar Witcel - Rua C  - Vila Operária,Execução,Aripuanã,MT,78325000,Rua Pedro Ademar Witcel - Rua C  - Vila Operária,Centro,96.95,2018-04-24,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARIPUANA,0,0
18966,Proinfância,Execução,Aimorés,MG,35200000,"RUA MACEDÔNIA, QD-B LOTES 08à14/36à42",Betel,85.45,2018-12-28,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE AIMORES,0,0
18967,Creche/Escola Povoado de Simpatia,Concluída,Lajedinho,BA,46825000,Povoado de Simpatia,Centro,94.94,2014-04-15,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE LAJEDINHO,0,0
18968,CRECHE BAIRO CENTRO,Concluída,Amélia Rodrigues,BA,44230000,AVENIDA PRESIDENTE KENNEDY,Centro,94.05,2014-12-16,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE AMELIA RODRIGUES,0,0
18969,Municipio de Lambari,Execução,Lambari,MG,37480000,Rua Joaquim Leão,Pitangueiras                                                                                        ,2.37,2018-01-08,Projeto 2 Convencional,Municipal,PREF MUN DE LAMBARI,1,0
18970,Terreno A,Paralisada,Toritama,PE,"","","",91.81,2017-12-18,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE TORITAMA,0,0
18971,VEREADOR SILVESTRE COSTA,Concluída,Jequitaí,MG,39370000,Rua Vereador Silvestre Costa,Centro,100,2013-11-15,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE JEQUITAI,0,0
18972,CMEI Jardim Paulista,Execução,Campina Grande do Sul,PR,83430000,Rua Leonardo Francischelli,Jardim Paulista                                                                                     ,10.31,2018-07-12,Projeto 1 Convencional,Municipal,PREF MUN DE CAMPINA GRANDE DO SUL,1,0
18973,PREFEITURA MUNICIPAL DE IPIRÁ,Concluída,Ipirá,BA,44600000,Mirante,Centro,100,2014-04-15,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE IPIRA,0,0
18974,Centro de Educação Infantil de Colméia,Concluída,Colméia,TO,77725000,Rua 03 esquina c/ Av. Castelo Branco,Setor Central,100,2014-09-10,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE COLMEIA,0,0
18975,LOTE 2 LOTEAMENTO DIÓGENES BALEEIRO,Concluída,Urandi,BA,46350000,RUA PROJETADA C,DIÓGENES BALEEIRO,100,2014-05-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE URANDI,0,0
18976,Pinhal Alto,Concluída,Nova Petrópolis,RS,95150000,Rua Vicente Prieto,Pinhal Alto,100,2016-07-21,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE NOVA PETROPOLIS,0,0
18977,CRECHE VILA PANORAMA MATR 54.042,Concluída,Toledo,PR,85911100,Rua Carlos Abel Munaretto,Panorama,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE TOLEDO,0,0
18978,Jardim Capuava,Execução,Nova Odessa,SP,13460000,Rua das Mangabeiras,Jd Capuava,96.75,2018-04-20,Escola de Educação Infantil Tipo A,Municipal,PREF MUN DE NOVA ODESSA,0,0
18979,CIDADE NOVA,Concluída,Lagoa dos Patos,MG,39360000,Rua Seis,Centro,100,2014-02-26,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE LAGOA DOS PATOS,0,0
18980,Centro Municipal de Educação Infantil tipo B,Concluída,Santa Vitória,MG,38320000,Avenida DEZESETE COM RUA 4,Bairro Brasil,100,2017-04-11,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SANTA VITORIA,0,0
18981,Escola de Educação Infantil Bela Vista,Concluída,Restinga Seca,RS,97200000,Rua Vicente Cardoso,Centro,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE RESTINGA SECA,0,0
18982,CRECHE PROINFANCIA,Concluída,Santa Terezinha de Goiás,GO,76500000,RUA ROZALIA CARNEIRO DE SOUZA,SETOR SUL,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SANTA TEREZINHA DE GOIAS,0,0
18983,Lote 19,Concluída,São Paulo das Missões,RS,97980000,Rua Principal RUA SÃO PEDRO,Centro,100,2013-11-26,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE SAO PAULO DAS MISSOES,0,0
18984,Gregório de Matos,Concluída,Glória,BA,48610000,Rua Augusto José da Silva,Centro,99.99,2015-11-19,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE GLORIA,0,0
18985,QUADRA 16,Inacabada,Marcelândia,MT,78535000,RUA COLIDER,Centro,18.23,2016-12-31,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE MARCELANDIA,0,0
18986,Bairro Marimbá,Em Reformulação,Betim,MG,32617370,Rua Uberaba,Marimbá,0,,MI - Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE BETIM,0,0
18987,vila velha,Execução,Bocaiúva do Sul,PR,83450000,luiz carlos polli/caetsno munhoz da rocha,Vila Velha,79.2,2018-04-01,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE BOCAIUVA DO SUL,0,0
18988,AREA PROINFANCIA,Execução,Joaquim Távora,PR,86455000,RUA DOS IPÊS,Centro,98.42,2018-02-23,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE JOAQUIM TAVORA,0,0
18989,LOTE 01 QUADRA 10 SETOR 40,Paralisada,Santo Ângelo,RS,98807455,Rua André Luiz,Aguiar                                                                                              ,7.71,2015-04-03,MI - Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE SANTO ANGELO,0,0
18990,Lote de Terreno Rua Luiz de Giulli,Concluída,Iacri,SP,17680000,Rua Luiz de Giulli,Centro,100,2014-07-14,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE IACRI,0,0
18991,CRECHE,Licitação,Salgadinho,PE,"","","",52.31,,Escola de Educação Infantil Tipo C,Municipal,PREFEITURA MUNICIPAL DE SALGADINHO,0,0
18992,CMEI MORADA DO SOL V,Concluída,Castro,PR,84172520,Rua Sete de Setembro,Vila Rio Branco,100,2014-06-02,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CASTRO,0,0
18993,CRECHE,Concluída,Paranaíba,MS,79500000,Avenida Agenor Francisco de Oliveira,JARDIM DAS PAINEIRAS,100,2014-04-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE PARANAIBA,0,0
18994,Loteamento Umbú,Concluída,Passo Fundo,RS,99050050,Rua Olavo Bilac,Vila Petrópolis,100,2014-07-20,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE PASSO FUNDO,0,0
18995,Creche do Jardim da Esperança - Giorgia Paula,Concluída,Garuva,SC,89248000,Rua Carlos Borgenhausen,Giorgia Paula,100,2014-03-17,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE GARUVA,0,0
18996,CMEI Santa Luzia,Concluída,Quatro Barras,PR,83425000,"Rua Luiz Gasparin , esquina com  Rua Lydio Andreata",Santa Luzia,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE QUATRO BARRAS,0,0
18997,Av. Presidente Tancredo Neves/Rua Sol Vermelho - Jardim Planalto,Execução,Aripuanã,MT,78325000,Av. Presidente Tancredo Neves/Rua Sol Vermelho - Jardim Planalto,Centro,77.07,2018-05-11,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARIPUANA,0,0
18998,Córrego do Meio,Concluída,Maripá de Minas,MG,36608000,Rua Oswaldo Machado,Centro,100,2014-04-16,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE MARIPA DE MINAS,0,0
18999,PROINFÂNCIA AVAI A1,Inacabada,Avaí,SP,16680000,Rua Nassib José Antonio,Centro,76.11,2015-12-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE AVAI,0,0
19000,Setor Aeroporto,Concluída,Formoso,GO,76470000,Rua 14,Setor Aeroporto,97.38,2015-04-18,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE FORMOSO,0,0
19001,VILA LEONINA,Concluída,Belo Horizonte,MG,30450310,Rua Dezenove de Dezembro,Vila Leonina,100,2014-05-17,Escola de Educação Infantil Tipo A,Municipal,PREF MUN DE BELO HORIZONTE,0,0
19002,CONSTRUÇÃO DE CRECHE,Concluída,Capinópolis,MG,38360000,Rua 104,Centro,100,2014-05-30,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE CAPINOPOLIS,0,0
19003,Creche Municipal de Ilha Comprida,Concluída,Ilha Comprida,SP,11925000,Rua Laercio Ribeiro,Baln Di Franco,100,2013-05-15,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ILHA COMPRIDA,0,0
19004,Capela do Alto Creche 1,Concluída,Capela do Alto,SP,18195000,Rua joão Felipe,Centro,100,2014-04-22,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE CAPELA DO ALTO,0,0
19005,LOTE 24,Concluída,São Pedro do Iguaçu,PR,"","","",99.99,2017-03-09,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SAO PEDRO DO IGUACU,0,0
19006,antonio theodoro,Concluída,Itapitanga,BA,45645000,praça,Elias David,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ITAPITANGA,0,0
19007,CIDADE NOVA,Paralisada,Januária,MG,39480000,RUA G,CIDADE NOVA,82.87,2018-04-28,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE JANUARIA,0,0
19008,Escola de Educação Infantil,Concluída,Pinhal Grande,RS,"","","",100,2015-07-03,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE PINHAL GRANDE,0,0
19009,PANTANAL,Concluída,Recife,PE,51345720,Avenida André Vidal de Negreiros,COHAB,100,2017-12-15,Escola de Educação Infantil Tipo A,Municipal,PREF MUN DE RECIFE,0,0
19010,Residencial Gente Feliz,Concluída,Sinop,MT,78550000,rua projetada 6 quadra 12,Residencial Gente Feliz,100,2014-07-01,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SINOP,0,0
19011,Residencial José Adriano Leitão,Concluída,Sinop,MT,78550000,Rua Celina Martins c/ Rua Projetada 06,Residencial José Adriano Leitão,100,2014-06-18,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SINOP,0,0
19012,EDUCAR É PRECISO,Concluída,Zabelê,PB,58515000,Rua José Vaz de Medeiros,Centro,100,2015-01-19,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ZABELE,0,0
19013,Quinhão 33 e 36,Concluída,Diamante do Sul,PR,85408000,Rua Projetada,Centro,100,2015-06-23,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE DIAMANTE DO SUL,0,0
19014,CEI PEQUENO CIDADÃO,Concluída,Jacinto Machado,SC,88950000,HELENA CECHINEL,CENTRO,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE JACINTO MACHADO,0,0
19015,Loteamento Santa Maria I,Concluída,Botucatu,SP,18605525,Rodovia Gastão Dal Farra,Jardim Santa Maria,100,2015-11-20,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BOTUCATU,0,0
19016,Creche Ilhéus,Concluída,Diadema,SP,09981126,"Travessa Tiêta do Agreste, s/nº.",Inamar,99.98,2016-07-31,Escola de Educação Infantil Tipo A,Municipal,PREF MUN DE DIADEMA,0,0
19017,Creche Pró Infância,Obra Cancelada,Taquaritinga,SP,15900000,Rua 9 (nove),Residencial Portal da Serra                                                                         ,0,2017-02-27,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE TAQUARITINGA,0,0
19018,RIBEIRÃO DO SALTO,Concluída,Itarantim,BA,45785000,Avenida da Bandeira,RIBEIRAO DO SALTO,100,2013-08-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ITARANTIM,0,0
19019,Centro Municipal de Educaçao Infantil Parque Iracema,Concluída,Anápolis,GO,75063200,Avenida Xavantina,Parque Iracema,100,2013-11-01,Escola de Educação Infantil Tipo B,Municipal,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ANAPOLIS-GO,0,0
19020,Creche Betel,Concluída,Diadema,SP,09911000,"Rua São Francisco de Assis, s/nº.",Centro,100,2014-07-02,Escola de Educação Infantil Tipo A,Municipal,PREF MUN DE DIADEMA,0,0
19021,Centro esportivo Bambú,Inacabada,Mathias Lobato,MG,35110000,Rua Maria Lopes Cavalcante,Bambú,74.02,2016-12-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE MATHIAS LOBATO,0,0
19022,Nova Fronteira,Concluída,Gurupi,TO,"","","",100,2016-06-03,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE GURUPI,0,0
19023,Centro Municipal de Educaçao Infantil Jardim dos Ipes,Concluída,Anápolis,GO,75072095,Av. do Estado,Jardim dos Ipês,100,2013-11-01,Escola de Educação Infantil Tipo B,Municipal,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ANAPOLIS-GO,0,0
19024,Centro Municipal de Educaçao Infantil Parque São Conrado.,Concluída,Anápolis,GO,75104855,Av. Paranoa,Parque Sao Conrado,91.39,2016-08-03,Escola de Educação Infantil Tipo B,Municipal,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ANAPOLIS-GO,0,0
19025,Centro Municipal de Educaçao Infantil Bairro de Lourdes.,Concluída,Anápolis,GO,75095775,Av. Comercial,Bairro de Lourdes,100,2014-10-31,Escola de Educação Infantil Tipo B,Municipal,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ANAPOLIS-GO,0,0
19026,Centro Municipal de Educaçao Infantil Calixtolandia- II Etapa.,Concluída,Anápolis,GO,75130640,Rua Galeão,Calixtolândia 2ª Etapa,100,2014-10-31,Escola de Educação Infantil Tipo B,Municipal,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ANAPOLIS-GO,0,0
19027,CEI Pequeno Aprendiz,Concluída,Itapoá,SC,89249000,Avenida José da Silva Pacheco,Itapema do Norte,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE ITAPOA,0,0
19028,PE DE SERRA,Concluída,Maravilha,AL,57520000,RUA ELESBAO BARBOSA DE CARVALHO,Centro,91.49,2017-12-22,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE MARAVILHA,0,0
19029,Escola Infantil,Execução,Miraíma,CE,62530000,Rua Valdivino Mendes,Altos,89.74,2018-02-28,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE MIRAIMA,0,0
19030,CRECHE PROINFANCIA TIPO B,Concluída,Ponte Serrada,SC,89683000,Rua Senador Filinto Muller,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,MUNICÍPIO DE PONTE SERRADA,0,0
19031,CRECHE DO BAIRRO COLUMBIA,Concluída,Colatina,ES,29709352,Avenida Tailândia,Columbia,100,,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE COLATINA,0,0
19032,Creche - Itaguaçu da Bahia,Concluída,Itaguaçu da Bahia,BA,47440000,Rua Vinte de Outubro,Centro,100,2015-03-03,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ITAGUACU DA BAHIA,0,0
19033,Fazenda Santo Antônio,Concluída,Belo Oriente,MG,35195000,"","",99.28,2016-03-31,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BELO ORIENTE,0,0
19034,RUA SEBASTIÃO ALVES CALDEIRA,Concluída,José Gonçalves de Minas,MG,39642000,RUA SEBASTIÃO ALVES CALDEIRA,CENTRO,100,2014-01-14,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE JOSE GONCALVES DE MINAS,0,0
19035,CENTRO DE EDUCAÇÃO INFANTIL DO BAIRRO SÃO JOÃO,Concluída,Pato Branco,PR,85509561,Rua Setembrino Tomazzi,São João,100,2013-08-26,Escola de Educação Infantil Tipo B,Municipal,PATO BRANCO PREFEITURA MUNICIPAL,0,0
19036,Ceinf,Concluída,Coronel Sapucaia,MS,79995000,Rua Geraldo Ezequiel,Vila Mate Laranjeira,100,2014-10-07,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE CORONEL SAPUCAIA,0,0
19037,Unidade Escolar de Educação Infantil,Concluída,Palmeira dos Índios,AL,57606100,Rua Sonho Verde,Sonho Verde,100,2012-11-15,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PALMEIRA DOS INDIOS,0,0
19038,Parque Ecológico,Concluída,Porto Seguro,BA,45810000,loteamento Parque Ecólógico João Carlos,Parque Ecológico,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PORTO SEGURO,0,0
19039,Lote nº 06 da Quadra nº 10 - matrícula 13.770,Concluída,Bom Jesus do Sul,PR,85708000,Rua São Paulo,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BOM JESUS DO SUL,0,0
19040,Creche/Escola infantil Jardim Beatriz,Concluída,Paraíso,SP,15825000,Rua São Gabriel esq c/ Av Maria Beatriz Duó Brandão,Jardim Beatriz,100,2014-05-31,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PARAISO,0,0
19041,JARDIM PAULISTA,Concluída,Mogi Mirim,SP,13806575,Rua Doutor Décio Pereira de Queiroz Teles,Jardim Paulista,100,2014-04-01,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE MOGI MIRIM,0,0
19042,Proinfância,Inacabada,Indiara,GO,75955000,Rua 02 Qd.11,Setor Central,79.44,2016-12-31,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE INDIARA,0,0
19043,Bairro Icaivera,Concluída,Betim,MG,32639050,Rua Pira,Icaivera,100,2014-06-30,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE BETIM,0,0
19044,PRÓPRIO,Obra Cancelada,Cravolândia,BA,45330000,Loteamento Carlos Alberto Brandão Argolo,Centro                                                                                              ,0,,MI - Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE CRAVOLANDIA,0,0
19045,CMEI VILA ISA,Concluída,Governador Valadares,MG,35043410,Rua Ouro Branco,Vila Isa,100,2014-06-07,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE GOVERNADOR VALADARES,0,0
19046,ÁREA INSTITUCIONAL 2,Concluída,Marialva,PR,86990000,RUA TIEKO HAMADA,JARDIM  RESIDENCIAL HAMADA,100,2014-03-18,Escola de Educação Infantil Tipo B,Municipal,MARIALVA PREFEITURA,0,0
19047,Creche Teresinha Leite,Concluída,Desterro,PB,58695000,Avenida Manoel de Deus Araujo,Centro,100,2014-03-17,Escola de Educação Infantil Tipo C,Municipal,PREF MUN DE DESTERRO,0,0
19048,TERRENO I - ALAGOINHAS VELHA,Paralisada,Alagoinhas,BA,48030000,Conjunto Alagoinhas IV,Alagoinhas Velha,61.79,2018-03-07,MI - Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ALAGOINHAS,0,0
19049,LOTE 12/13/14-1,Concluída,Sabáudia,PR,86720000,RUA PEDRO NAVARRO GUTIERRES,RESIDENCIAL NOVO HORIZONTE,100,2013-09-11,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SABAUDIA,0,0
19050,Proinfancia Bairro São Geraldo,Execução,Araçuaí,MG,"","","",97.1,2018-02-14,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARACUAI,0,0
